Table S9. OTUs greater than 0.001% of the total reads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phylum,Class,Order,Family,Genus,OTU,CDI04,PXA40,CXA31,CBJ42,CDI11,CBJ34,PBJ07,CXA28,PBJ31,PBJ47,PBJ50,PXA35,PXA38,CBJ29,CBJ37,CBJ45,CDI02,PXA36,CBJ30,CBJ36,CBJ48,CDI10,PBJ68,PBJ61,PBJ16,CBJ40,CXA32,CBJ35,PBJ04,CBJ46,PBJ14,CDI17,PXA13,CDI05,CXA19,PBJ03,PBJ01,CBJ32,PBJ54,PBJ62,PBJ66,CDI01,CDI12,CDI14,CDI18,CXA27,CXA30,PBJ67,CDI03,CXA29,PBJ06,PBJ71,CXA34,CBJ38,CDI13,CDI19,PBJ59,CDI09,CBJ39,PBJ55,PBJ49,PBJ69,PBJ28,CBJ51,PBJ60,PBJ64,CBJ33,PXA39,PBJ24,PBJ63,CDI15,PBJ26,CBJ41,CBJ43,CDI16,PBJ25,PBJ27,PBJ44,PBJ65,PBJ05,PBJ58
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU15898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,312770,81,0,0,0,2,0,0,0,0,0,0,0,623,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2670,0,0,0,0,885,0,16,0,93,0,7,0,0,0,0,0,0,0,0,0,580,0,61,0,0,0,0,0,695,0,0,0,0,0,150,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,2388617,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,21,0,0,0,5,0,0,0,0,0,0,0,0,0,208,0,23,0,0,0,0,0,2070,0,0,0,0,0,44,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU657,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU3348,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,351231,299,1906,514,4886,23,564,32,963,6,2378,882,781,2,0,93,557,288,38,87,2,446,0,146,0,56,48,2142,0,44,26,5217,8695,844,896,118,7,0,48,752,2,285,75,537,0,336,3,344,30,1440,2,0,19,571,36,1438,9,337,46,325,2,13,0,63,130,56,3,963,26,5177,0,96,0,5932,219,8,0,1,12363,1,39,13671
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,183603,0,7,0,4,0,0,0,4,0,3,0,0,0,0,2,1,1,0,0,0,5,0,1,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,1,0,11,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,1,0,0,0,12,0,1,14
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,2430693,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,2,0,0,4
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,339599,0,2,0,6,0,1,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,11,0,0,0,0,7,0,0,4
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,2200896,0,1,0,0,0,0,3794,0,278,0,2,78,301,1,3030,1,55,2099,0,0,0,0,0,0,0,3066,0,15,0,0,2,1,0,0,0,721,0,707,0,4,0,1,0,0,1,0,0,0,0,0,0,0,6,1406,0,0,0,301,8,92,396,1,3651,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,5,0,640
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,130663,1,1,1,1,0,0,1,0,0,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,0,0,6,0,0,8
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU468,2,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU790,0,0,0,0,0,0,44,0,3,0,0,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU1008,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,4
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU1414,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU4839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,22
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU7790,1,6,2,0,0,1,0,5,1,0,0,1,0,0,3,0,0,0,2,0,0,0,1,0,0,4,0,0,5,0,17,33,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU8877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU9087,0,3,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,2,0,0,0,0,0,0,0,4
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU10552,0,1,0,0,0,0,0,6,3,0,13,0,0,1,6,0,0,5,0,0,4,0,2,1,0,3,2,1,18,0,0,2,2,0,0,0,1,0,0,0,2,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,1,1,2,0,0,9,0,0,2,0,5,0,0,0,2,0,27,0,0,0,0,0,0,1,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU11638,0,11,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,6,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU11850,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU15494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU15894,0,2,0,3,0,0,103,0,5,1,1,4,6,0,48,0,1,67,0,0,0,0,0,0,0,90,1,0,0,0,6,4,4,0,0,9,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,37,0,0,1,11,0,7,5,0,75,0,0,0,2,0,7,0,0,0,2,1,0,0,0,6,0,0,24
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,4366843,1,9,7,0,0,3,155,4,3,9,15,2,2,0,8,0,4,16,0,0,0,0,2,0,0,35,4,0,3,1,41,6,26,9,2,0,0,2,5,0,2,1,2,0,1,0,4,0,12,0,0,0,0,3,32,0,3,2,0,1,1,1,5,0,0,0,8,2,29,0,3,0,93,0,0,0,0,0,0,2,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,195258,2,2,0,0,6,203,2167,0,464,235,9,3,0,70,1,0,0,663,1515,0,351,0,0,1,139,0,32,12,1526,30,0,17,0,0,0,12,0,1,720,1,11,0,1,1,1,46,0,0,76,223,0,10,0,0,6,2,0,1,4,125,1822,145,183,0,36,4,3,154,1,1,21,0,2,0,2,0,0,0,77,2,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,187443,0,0,0,0,0,1,13,0,1,2,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,29,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU7077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU10971,0,0,0,0,0,0,36,1,1,0,1,3,0,1,0,0,1,4,9,0,3,0,0,0,0,0,0,1,7,0,0,0,1,1,0,0,0,1,1,2,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,6,2,6,32,1,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU16989,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,311950,9,0,0,0,0,8,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,26,0,0,0,3,0,23,0,0,0,0,38,0,0,0,0,8,0,0,0,0,0,0,0,17,0,20,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,212164,4,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,213813,10,0,0,1,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,1,0,11,0,0,0,0,5,0,0,0,0,4,0,1,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,340476,0,0,0,2,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,2224336,1,0,0,1,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,1,0,8,0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,0,7,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,365496,4362,0,0,1945,0,10525,0,1,0,3,1,46,2,6079,3,0,0,0,25,1,0,0,2,0,3479,76,1,0,2,0,0,0,5,2,1,6630,0,1,0,2984,0,9,0,2548,0,7257,2,0,2,0,5059,0,2,3,0,3372,7,76,1,0,0,4,0,4465,0,4713,165,8,25,291,6,0,0,19,0,0,4,2,2242,26,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU2478,3,0,0,1,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU2696,66,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,0,0,0,0,16,0,49,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU6349,1,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU7054,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU7908,9,0,0,3,0,13,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,6,0,11,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU8684,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU10261,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU11656,3,0,0,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,13,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU12039,12,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU13698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,22,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU13808,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU15524,3,0,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,2,0,8,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,197991,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,296470,1,2,1,0,1,0,4,0,0,3,32,5,1,4,1,0,0,4,4,1,0,0,1,0,0,2,0,7,4,0,0,3,0,4,2,0,0,2,2,5,5,0,2,0,6,0,3,0,0,0,0,1,0,0,0,0,5,19,17,1,0,8,1,0,37,1,0,2,0,0,0,6,1,0,0,0,0,0,2,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,350277,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,2,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,190309,8,4,0,1,1,0,1,4,0,6,8,5,1,2,2,0,0,4,8,3,1,0,1,0,5,5,2,2,2,1,0,3,0,6,13,3,0,9,3,3,0,2,1,0,1,2,4,2,6,0,2,0,3,2,0,0,14,9,8,5,0,4,3,0,29,3,0,6,1,0,1,12,2,0,0,0,0,0,2,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,197924,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,5,1,5,0,0,1,0,0,8,1,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,196219,1,1,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,0,0,0,1,0,8,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,11,0,2,0,0,21,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,183870,0,3,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,4,0,0,1,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,197072,4,8,0,0,10,0,18,34,0,26,43,15,4,9,1,0,0,37,15,11,16,0,14,0,0,7,3,9,7,6,0,0,0,5,5,2,4,5,19,6,10,3,0,0,4,7,7,6,41,0,5,2,1,10,2,3,9,29,67,13,1,90,3,2,32,4,0,15,0,0,1,18,0,0,0,0,0,0,3,1,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,589071,825,548,7,310,428,1,1476,1363,1,1813,1657,849,270,766,520,1,2,1455,2307,620,568,1,301,117,1270,757,334,1233,574,121,1,290,4,1600,1478,311,76,1828,547,708,212,327,367,96,656,1437,1288,126,1765,165,181,6,695,632,4,135,3393,2008,3497,567,21,846,640,505,6341,485,8,1476,24,26,118,2127,596,3,2,2,2,0,830,150,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,4212012,0,2,0,0,0,0,1,7,0,0,7,3,0,0,1,0,0,3,2,1,0,0,2,0,0,1,1,3,2,0,0,1,0,9,3,0,0,8,0,1,1,0,1,0,4,1,5,0,2,0,1,0,4,3,0,0,6,8,11,0,0,13,0,0,11,0,0,2,0,0,0,8,3,0,0,0,0,0,5,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,362997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,2,2,0,0,2,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU1559,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,New.CleanUp.ReferenceOTU6229,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
