Table S9. OTUs greater than 0.001% of the total reads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phylum,Class,Order,Family,Genus,OTU,CDI04,PXA40,CXA31,CBJ42,CDI11,CBJ34,PBJ07,CXA28,PBJ31,PBJ47,PBJ50,PXA35,PXA38,CBJ29,CBJ37,CBJ45,CDI02,PXA36,CBJ30,CBJ36,CBJ48,CDI10,PBJ68,PBJ61,PBJ16,CBJ40,CXA32,CBJ35,PBJ04,CBJ46,PBJ14,CDI17,PXA13,CDI05,CXA19,PBJ03,PBJ01,CBJ32,PBJ54,PBJ62,PBJ66,CDI01,CDI12,CDI14,CDI18,CXA27,CXA30,PBJ67,CDI03,CXA29,PBJ06,PBJ71,CXA34,CBJ38,CDI13,CDI19,PBJ59,CDI09,CBJ39,PBJ55,PBJ49,PBJ69,PBJ28,CBJ51,PBJ60,PBJ64,CBJ33,PXA39,PBJ24,PBJ63,CDI15,PBJ26,CBJ41,CBJ43,CDI16,PBJ25,PBJ27,PBJ44,PBJ65,PBJ05,PBJ58
Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,1099914,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,26,0,1,0,3,4,0,0,0,0,1,0,0,0,1,0,0,1,22,0,3,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0
Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,609964,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,1098434,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,266777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],ph2,964363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],ph2,1101672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],WAL_1855D,1086889,0,16,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,2,8,3,2,0,0,0,0,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,273,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,16,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,2256425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,366391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,80,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,586453,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,319455,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,370217,0,9,16,0,0,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,340,0,0,71,0,0,5,4,0,0,2,32,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,196909,0,9,5,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,5,0,0,8,4,0,5,0,6,4,2,12,0,0,5,32,0,0,6,0,0,0,0,0,1,3,6,1,0,0,0,0,3,2,1,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0
Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,187492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,217109,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,33,0,0,6,0,0,1,0,0,0,0,0,0,2,1,0,10,0,0,4,0,8,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,363519,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,New.CleanUp.ReferenceOTU9388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,New.CleanUp.ReferenceOTU13272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,552235,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,843459,1,6,8,25,3,22,0,5,4,1,0,151,144,1,1,977,11,4,0,5,3,4,0,0,0,3,2,0,0,32,1,5,1,5,6,0,0,16,0,1,4,11,3,0,88,7,0,39,106,17,11,1,0,6,0,360,0,9,7,45,7,0,0,3,0,0,26,0,433,21,53,0,182,69,26,0,141,241,0,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,712677,8,16,23,98,48,8,2,32,44,34,35,20,338,22,0,43,57,14,21,5,9,104,4,5,3,2,7,8,0,12,41,38,3,26,167,11,1,44,3,8,9,29,1,9,68,7,2,9,12,14,1,8,20,7,1,81,24,16,24,15,17,0,5,10,0,8,39,0,8,16,42,4,67,69,71,13,230,31,0,75,143
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,582691,0,1,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,126,28,6,0,135,13,0,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,296420,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,51,0,0,0,4,9,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,1625448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,95,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,192240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,2201955,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,12,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,3,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,337379,1,1,2,0,0,2,0,449,0,0,0,0,0,1,0,1,25,0,0,0,0,0,0,2,0,2,3,0,0,0,0,2,0,0,12,0,0,0,0,0,1,39,0,0,1,4,2,2,64,0,0,7,3,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,5,0,23,2,21,0,4,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,300855,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,555562,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,14,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,582630,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,48,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,183534,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,4452634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,1105343,88,9,49,36,70,39,0,222,2,327,20,0,42,0,114,1,78,1,170,77,79,3,0,28,31,14,0,56,0,10,52,3,15,6,82,38,0,111,66,2,16,18,6,0,356,44,52,53,213,40,0,22,39,118,0,12,0,80,59,100,86,1,0,58,46,2,36,248,174,13,27,24,78,449,100,0,0,0,8,1,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,317135,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,2,4,1,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,215963,0,37,0,6,37,0,0,2,0,113,0,0,0,0,0,0,0,132,0,11,0,1,8,0,0,0,0,0,18,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,2,45,0,3,0,0,3,48,0,0,0,0,0,0,0,0,1,0,0,0,0,7,7,0,13,45,0,0,0,0,0,1,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,523589,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,96,8,2,1,94,0,0,0
Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,828483,9,3,15,48,0,1,0,0,0,1,0,0,0,0,0,34,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,2,0,0,5,515,0,14,2,0,0,0,0,0,12,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,14,0,14,0,3,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter_Eubacterium,294856,0,11,0,0,0,5,0,7,0,0,0,5,0,0,0,0,0,0,0,0,15,22,10,0,0,0,0,0,0,0,63,9,15,1,0,2,0,0,0,14,3,2,0,0,1,1,0,0,0,0,3,0,0,1,0,1,11,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0
Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter_Eubacterium,109633,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,523934,14,2,22,4,3,11,2,1,0,253,11,83,104,0,4,1,14,11,10,5,1,250,11,6,5,0,7,2,0,4,0,5,1,30,14,25,0,22,11,1,28,152,0,9,19,26,56,2,40,14,0,7,8,48,0,19,20,29,8,8,11,0,0,20,147,8,15,6,81,3,5,0,0,97,1,0,2,0,6,17,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,185486,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,3,0,0,0,2,7,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,367142,5,0,1,3,2,1,0,0,1,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,2,0,0,1,0,3,0,5,3,0,0,0,0,1,0,16,1,0,0,0,0,0,1,0,5,0,7,0,0,0,0,0,1,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,365634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,9,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,176604,4,0,1,1,1,2,0,0,8,0,1,0,10,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,0,11,0,0,0,2,0,9,7,0,1,0,1,0,2,0,0,0,7,1,17,1,0,0,0,4,0,0,6,7,2,34,0,0,0,0,0,0,0,0,11,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,562038,12,5,121,623,136,90,0,0,401,278,11,981,9,106,77,2,366,3,6,4,1503,0,1,1,88,1,6,5,0,3,12,1,0,18,290,12,0,23,2,0,10,6,2,0,258,91,32,1526,0,281,0,469,6,12,0,54,0,62,491,24,84,0,1,0,108,0,1106,3,14,3,1339,0,0,8,0,0,0,0,37,116,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,909065,0,2,0,1,52,1,0,0,0,1,0,16,0,0,0,18,0,0,0,5,0,31,10,0,3,2,0,3,0,0,0,0,0,0,9,0,0,5,0,0,0,1,0,5,0,2,3,5,1,2,0,0,0,0,0,5,0,17,1,24,21,0,0,3,3,0,19,0,0,11,0,0,0,0,0,4,0,0,0,4,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,356360,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,369027,57,55,0,0,78,24,0,0,0,3,0,0,0,0,79,48,45,63,13,35,0,0,0,105,13,7,128,44,0,0,0,21,0,28,29,45,0,6,3,0,25,267,1,48,210,23,21,6,2,103,0,2,54,188,11,42,0,33,2,26,34,0,90,46,44,2,1,21,39,53,58,0,153,0,0,0,0,0,6,3,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,New.CleanUp.ReferenceOTU1908,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,New.CleanUp.ReferenceOTU1946,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,New.CleanUp.ReferenceOTU3671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,New.CleanUp.ReferenceOTU9261,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,6,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,569210,2,0,2,34,5,2,2,0,0,0,0,40,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,15,0,0,0,5,6,0,0,1,0,0,3,0,33,0,0,0,0,0,2,0,0,1,0,0,0,7,0,0,0,1,2,0,0,0,0,3,2,18,1,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,457614,17,0,131,136,1,26,0,0,98,72,0,38,0,0,547,0,134,256,1,23,245,0,0,51,1,7,0,0,0,0,0,0,0,11,0,54,0,76,0,0,0,0,0,16,53,13,36,17,108,0,0,24,0,124,1,0,0,37,0,0,2,2,0,19,2,2,42,46,304,6,17,0,0,4,0,0,0,0,5,22,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,322900,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,195203,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,574038,0,0,0,0,0,1,3,2,0,1,0,0,0,1,1,0,0,0,0,0,2,0,5,0,5,1,0,2,0,0,1,0,3,0,0,0,0,0,3,1,1,2,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,4,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,4398453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,321106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,1,0,6,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,193915,0,0,4,0,2,1,0,0,3,10,2,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,3,0,0,0,1,0,2,0,2,0,1,0,0,5,13,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,189855,0,2,1,0,1,0,0,0,2,1,2,0,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,4,0,0,1,1,0,2,0,0,3,0,0,0,0,0,6,0,0,0,0,1,0,9,3,0,0,0,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,1,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,184391,2,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,5,0,2,0,0,0,5,17,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,354461,2,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,2,1,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,352852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,3,0,0,0,0,0,775,0,804,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,303274,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,509709,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,3,0,0,0,0,2,0,1,1,0,0,2,0,1,0,1,1,1,6,0,0,1,0,0,0,8,0,0,0,0,0
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,168071,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,28,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,1,0,7,2,0,0,6,1,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,7,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0
